iso_code,year,cause,cause_group,deaths,population,death_rate
DZA,2019,"Cardiomyopathy, myocarditis, endocarditis",2,825.09,43100000.0,1.91
DZA,2019,Larynx cancer,2,797.79,43100000.0,1.85
DZA,2019,Gallbladder and biliary tract cancer,2,753.28,43100000.0,1.75
DZA,2019,Peptic ulcer disease,2,720.97,43100000.0,1.67
DZA,2019,Melanoma and other skin cancers,2,711.44,43100000.0,1.65
DZA,2019,Interpersonal violence,3,713.23,43100000.0,1.65
DZA,2019,Mouth and oropharynx cancers,2,695.06,43100000.0,1.61
DZA,2019,Exposure to mechanical forces,3,661.04,43100000.0,1.53
DZA,2019,"Fire, heat and hot substances",3,636.37,43100000.0,1.48
DZA,2019,Ovary cancer,2,611.47,43100000.0,1.42
DZA,2019,Liver cancer,2,550.84,43100000.0,1.28
DZA,2019,Drowning,3,450.67,43100000.0,1.05
DZA,2019,Paralytic ileus and intestinal obstruction,2,440.58,43100000.0,1.02
DZA,2019,Kidney cancer,2,396.32,43100000.0,0.92
DZA,2019,Rheumatic heart disease,2,361.52,43100000.0,0.84
DZA,2019,Epilepsy,2,354.63,43100000.0,0.82
DZA,2019,Meningitis,1,320.1,43100000.0,0.74
DZA,2019,Oesophagus cancer,2,313.42,43100000.0,0.73
DZA,2019,Gallbladder and biliary diseases,2,316.63,43100000.0,0.73
DZA,2019,Poisonings,3,286.73,43100000.0,0.67
DZA,2019,Thyroid cancer,2,267.59,43100000.0,0.62
DZA,2019,Sudden infant death syndrome,2,200.77,43100000.0,0.47
DZA,2019,HIV/AIDS,1,193.0,43100000.0,0.45
DZA,2019,Pancreatitis,2,183.18,43100000.0,0.43
DZA,2019,Whooping cough,1,169.17,43100000.0,0.39
DZA,2019,Acute hepatitis B,1,164.79,43100000.0,0.38
DZA,2019,Encephalitis,1,145.11,43100000.0,0.34
DZA,2019,Skin diseases,2,110.86,43100000.0,0.26
DZA,2019,Alcohol use disorders,2,81.21,43100000.0,0.19
DZA,2019,Appendicitis,2,80.11,43100000.0,0.19
DZA,2019,Protein-energy malnutrition,1,81.74,43100000.0,0.19
DZA,2019,Corpus uteri cancer,2,75.2,43100000.0,0.17
DZA,2019,Multiple sclerosis,2,73.69,43100000.0,0.17
DZA,2019,Mesothelioma,2,54.6,43100000.0,0.13
DZA,2019,Measles,1,54.85,43100000.0,0.13
DZA,2019,Tetanus,1,51.56,43100000.0,0.12
DZA,2019,Echinococcosis,1,50.52,43100000.0,0.12
DZA,2019,Thalassaemias,2,48.91,43100000.0,0.11
DZA,2019,Inflammatory bowel disease,2,44.62,43100000.0,0.1
DZA,2019,Sickle cell disorders and trait,2,37.39,43100000.0,0.09
DZA,2019,Syphilis,1,40.88,43100000.0,0.09
DZA,2019,Collective violence and legal intervention,3,40.74,43100000.0,0.09
DZA,2019,Acute hepatitis A,1,25.59,43100000.0,0.06
DZA,2019,Testicular cancer,2,26.67,43100000.0,0.06
DZA,2019,Gastritis and duodenitis,2,25.57,43100000.0,0.06
DZA,2019,Rheumatoid arthritis,2,21.67,43100000.0,0.05
DZA,2019,Schistosomiasis,1,22.08,43100000.0,0.05
DZA,2019,Leishmaniasis,1,3.45,43100000.0,0.01
DZA,2019,Acute hepatitis C,1,4.39,43100000.0,0.01
DZA,2019,Acute hepatitis E,1,2.7,43100000.0,0.01
DZA,2019,Rabies,1,2.36,43100000.0,0.01
DZA,2019,Gonorrhoea,1,2.46,43100000.0,0.01
DZA,2019,Urolithiasis,2,3.98,43100000.0,0.01
DZA,2019,Infertility,2,0.0,43100000.0,0.0
DZA,2019,Gynecological diseases,2,1.06,43100000.0,0.0
DZA,2019,Oral conditions,2,0.0,43100000.0,0.0
DZA,2019,Osteoarthritis,2,0.0,43100000.0,0.0
DZA,2019,Gout,2,0.0,43100000.0,0.0
DZA,2019,Back and neck pain,2,0.0,43100000.0,0.0
DZA,2019,Benign prostatic hyperplasia,2,0.0,43100000.0,0.0
DZA,2019,Anxiety disorders,2,0.0,43100000.0,0.0
DZA,2019,Eating disorders,2,0.12,43100000.0,0.0
DZA,2019,Autism and Asperger syndrome,2,0.0,43100000.0,0.0
DZA,2019,Childhood behavioural disorders,2,0.0,43100000.0,0.0
DZA,2019,Idiopathic intellectual disability,2,0.0,43100000.0,0.0
DZA,2019,Natural disasters,3,0.0,43100000.0,0.0
DZA,2019,Trichuriasis,1,0.0,43100000.0,0.0
DZA,2019,Hookworm disease,1,0.0,43100000.0,0.0
DZA,2019,Food-bourne trematodes,1,0.0,43100000.0,0.0
DZA,2019,Leprosy,1,0.0,43100000.0,0.0
DZA,2019,Ascariasis,1,2.13,43100000.0,0.0
DZA,2019,Dengue,1,0.0,43100000.0,0.0
DZA,2019,Trachoma,1,0.0,43100000.0,0.0
DZA,2019,Yellow fever,1,0.0,43100000.0,0.0
DZA,2019,Diphtheria,1,0.76,43100000.0,0.0
DZA,2019,Malaria,1,0.01,43100000.0,0.0
DZA,2019,African trypanosomiasis,1,0.0,43100000.0,0.0
DZA,2019,Chagas disease,1,0.0,43100000.0,0.0
DZA,2019,Lymphatic filariasis,1,0.0,43100000.0,0.0
DZA,2019,Onchocerciasis,1,0.0,43100000.0,0.0
DZA,2019,Cysticercosis,1,0.0,43100000.0,0.0
DZA,2019,Depressive disorders,2,0.0,43100000.0,0.0
DZA,2019,Bipolar disorder,2,0.0,43100000.0,0.0
DZA,2019,Schizophrenia,2,0.0,43100000.0,0.0
DZA,2019,Migraine,2,0.0,43100000.0,0.0
DZA,2019,Non-migraine headache,2,0.0,43100000.0,0.0
DZA,2019,Glaucoma,2,0.0,43100000.0,0.0
DZA,2019,Cataracts,2,0.0,43100000.0,0.0
DZA,2019,Uncorrected refractive errors,2,0.0,43100000.0,0.0
DZA,2019,Macular degeneration,2,0.0,43100000.0,0.0
DZA,2019,Other vision loss,2,0.0,43100000.0,0.0
DZA,2019,Other hearing loss,2,0.0,43100000.0,0.0
DZA,2019,Upper respiratory infections,1,1.88,43100000.0,0.0
DZA,2019,Otitis media,1,0.04,43100000.0,0.0
DZA,2019,Iodine deficiency,1,0.0,43100000.0,0.0
DZA,2019,Vitamin A deficiency,1,0.0,43100000.0,0.0
DZA,2019,Iron-deficiency anaemia,1,0.0,43100000.0,0.0
DZA,2019,Trichomoniasis,1,0.0,43100000.0,0.0
DZA,2019,Genital herpes,1,0.0,43100000.0,0.0
DZA,2019,Chlamydia,1,0.81,43100000.0,0.0
BEN,2019,Neonatal conditions,1,12033.01,11800000.0,101.97
BEN,2019,Lower respiratory infections,1,10204.62,11800000.0,86.48
BEN,2019,Malaria,1,7037.0,11800000.0,59.64
BEN,2019,Diarrhoeal diseases,1,6830.32,11800000.0,57.88
BEN,2019,Stroke,2,5854.64,11800000.0,49.62
BEN,2019,Ischaemic heart disease,2,5397.16,11800000.0,45.74
BEN,2019,Road injury,3,3162.14,11800000.0,26.8
BEN,2019,Cirrhosis of the liver,2,2446.67,11800000.0,20.73
BEN,2019,Congenital anomalies,2,2264.71,11800000.0,19.19
BEN,2019,HIV/AIDS,1,2262.68,11800000.0,19.18
BEN,2019,Meningitis,1,1966.71,11800000.0,16.67
BEN,2019,Kidney diseases,2,1928.65,11800000.0,16.34
BEN,2019,Diabetes mellitus,2,1911.74,11800000.0,16.2
BEN,2019,Chronic obstructive pulmonary disease,2,1219.61,11800000.0,10.34
BEN,2019,Sickle cell disorders and trait,2,1210.14,11800000.0,10.26
BEN,2019,Whooping cough,1,1167.63,11800000.0,9.9
BEN,2019,Hypertensive heart disease,2,1088.47,11800000.0,9.22
BEN,2019,Maternal conditions,1,1038.97,11800000.0,8.8
BEN,2019,Protein-energy malnutrition,1,927.81,11800000.0,7.86
BEN,2019,Self-harm,3,921.77,11800000.0,7.81
BEN,2019,Tuberculosis,1,918.77,11800000.0,7.79
BEN,2019,Asthma,2,890.6,11800000.0,7.55
BEN,2019,Prostate cancer,2,867.0,11800000.0,7.35
BEN,2019,Measles,1,787.84,11800000.0,6.68
BEN,2019,Breast cancer,2,784.25,11800000.0,6.65
BEN,2019,Interpersonal violence,3,726.13,11800000.0,6.15
BEN,2019,Alzheimer disease and other dementias,2,715.09,11800000.0,6.06
BEN,2019,Cervix uteri cancer,2,668.59,11800000.0,5.67
BEN,2019,Drowning,3,570.14,11800000.0,4.83
BEN,2019,Paralytic ileus and intestinal obstruction,2,566.52,11800000.0,4.8
BEN,2019,Falls,3,542.81,11800000.0,4.6
BEN,2019,"Cardiomyopathy, myocarditis, endocarditis",2,457.13,11800000.0,3.87
BEN,2019,Peptic ulcer disease,2,442.4,11800000.0,3.75
BEN,2019,"Fire, heat and hot substances",3,430.81,11800000.0,3.65
BEN,2019,Exposure to mechanical forces,3,392.86,11800000.0,3.33
BEN,2019,"Lymphomas, multiple myeloma",2,386.68,11800000.0,3.28
BEN,2019,Epilepsy,2,369.05,11800000.0,3.13
BEN,2019,Stomach cancer,2,360.81,11800000.0,3.06
BEN,2019,Oesophagus cancer,2,325.95,11800000.0,2.76
BEN,2019,Liver cancer,2,321.84,11800000.0,2.73
BEN,2019,Colon and rectum cancers,2,311.23,11800000.0,2.64
BEN,2019,Poisonings,3,307.3,11800000.0,2.6
BEN,2019,Pancreatitis,2,255.06,11800000.0,2.16
BEN,2019,Sudden infant death syndrome,2,217.43,11800000.0,1.84
BEN,2019,Parkinson disease,2,211.58,11800000.0,1.79
BEN,2019,Kidney cancer,2,207.91,11800000.0,1.76
BEN,2019,Drug use disorders,2,197.19,11800000.0,1.67
BEN,2019,Rheumatic heart disease,2,197.0,11800000.0,1.67
BEN,2019,Leukaemia,2,195.53,11800000.0,1.66
BEN,2019,Schistosomiasis,1,183.05,11800000.0,1.55
BEN,2019,Pancreas cancer,2,177.03,11800000.0,1.5
BEN,2019,Mouth and oropharynx cancers,2,156.35,11800000.0,1.32
BEN,2019,Tetanus,1,156.05,11800000.0,1.32
BEN,2019,Gallbladder and biliary diseases,2,155.37,11800000.0,1.32
BEN,2019,Syphilis,1,150.31,11800000.0,1.27
BEN,2019,Skin diseases,2,143.75,11800000.0,1.22
BEN,2019,Acute hepatitis B,1,142.71,11800000.0,1.21
BEN,2019,Rabies,1,134.45,11800000.0,1.14
BEN,2019,Melanoma and other skin cancers,2,101.57,11800000.0,0.86
BEN,2019,Corpus uteri cancer,2,99.09,11800000.0,0.84
BEN,2019,Ovary cancer,2,85.68,11800000.0,0.73
BEN,2019,Encephalitis,1,85.24,11800000.0,0.72
BEN,2019,Alcohol use disorders,2,84.97,11800000.0,0.72
BEN,2019,Yellow fever,1,80.42,11800000.0,0.68
BEN,2019,"Trachea, bronchus, lung cancers",2,66.39,11800000.0,0.56
BEN,2019,Acute hepatitis A,1,52.47,11800000.0,0.44
BEN,2019,Gastritis and duodenitis,2,49.7,11800000.0,0.42
BEN,2019,Appendicitis,2,45.11,11800000.0,0.38
BEN,2019,Brain and nervous system cancers,2,44.29,11800000.0,0.38
BEN,2019,Bladder cancer,2,43.36,11800000.0,0.37
BEN,2019,Ascariasis,1,40.2,11800000.0,0.34
BEN,2019,Inflammatory bowel disease,2,35.48,11800000.0,0.3
BEN,2019,Larynx cancer,2,34.05,11800000.0,0.29
BEN,2019,Thyroid cancer,2,28.76,11800000.0,0.24
BEN,2019,Gallbladder and biliary tract cancer,2,27.56,11800000.0,0.23
BEN,2019,Cysticercosis,1,22.31,11800000.0,0.19
BEN,2019,Upper respiratory infections,1,17.25,11800000.0,0.15
BEN,2019,Acute hepatitis C,1,16.92,11800000.0,0.14
BEN,2019,Echinococcosis,1,15.15,11800000.0,0.13
BEN,2019,Multiple sclerosis,2,15.53,11800000.0,0.13
BEN,2019,Rheumatoid arthritis,2,11.47,11800000.0,0.1
BEN,2019,Diphtheria,1,10.3,11800000.0,0.09
BEN,2019,Testicular cancer,2,10.14,11800000.0,0.09
BEN,2019,Thalassaemias,2,7.19,11800000.0,0.06
BEN,2019,Gynecological diseases,2,5.14,11800000.0,0.04
BEN,2019,Gonorrhoea,1,4.28,11800000.0,0.04
BEN,2019,Urolithiasis,2,3.15,11800000.0,0.03
BEN,2019,Collective violence and legal intervention,3,2.43,11800000.0,0.02
BEN,2019,Acute hepatitis E,1,2.92,11800000.0,0.02
BEN,2019,Mesothelioma,2,2.09,11800000.0,0.02
BEN,2019,Chlamydia,1,1.62,11800000.0,0.01
BEN,2019,Trichomoniasis,1,0.0,11800000.0,0.0
BEN,2019,Genital herpes,1,0.0,11800000.0,0.0
BEN,2019,Leishmaniasis,1,0.0,11800000.0,0.0
BEN,2019,Lymphatic filariasis,1,0.0,11800000.0,0.0
BEN,2019,Onchocerciasis,1,0.0,11800000.0,0.0
BEN,2019,Dengue,1,0.14,11800000.0,0.0
BEN,2019,Trachoma,1,0.0,11800000.0,0.0
BEN,2019,African trypanosomiasis,1,0.0,11800000.0,0.0
BEN,2019,Chagas disease,1,0.0,11800000.0,0.0
BEN,2019,Trichuriasis,1,0.0,11800000.0,0.0
BEN,2019,Hookworm disease,1,0.0,11800000.0,0.0
BEN,2019,Food-bourne trematodes,1,0.0,11800000.0,0.0
BEN,2019,Leprosy,1,0.0,11800000.0,0.0
BEN,2019,Iodine deficiency,1,0.0,11800000.0,0.0
BEN,2019,Vitamin A deficiency,1,0.0,11800000.0,0.0
BEN,2019,Iron-deficiency anaemia,1,0.0,11800000.0,0.0
BEN,2019,Anxiety disorders,2,0.0,11800000.0,0.0
BEN,2019,Eating disorders,2,0.1,11800000.0,0.0
BEN,2019,Autism and Asperger syndrome,2,0.0,11800000.0,0.0
BEN,2019,Childhood behavioural disorders,2,0.0,11800000.0,0.0
BEN,2019,Idiopathic intellectual disability,2,0.0,11800000.0,0.0
BEN,2019,Depressive disorders,2,0.0,11800000.0,0.0
BEN,2019,Bipolar disorder,2,0.0,11800000.0,0.0
BEN,2019,Schizophrenia,2,0.0,11800000.0,0.0
BEN,2019,Otitis media,1,0.21,11800000.0,0.0
BEN,2019,Natural disasters,3,0.0,11800000.0,0.0
BEN,2019,Osteoarthritis,2,0.0,11800000.0,0.0
BEN,2019,Gout,2,0.0,11800000.0,0.0
BEN,2019,Back and neck pain,2,0.0,11800000.0,0.0
BEN,2019,Oral conditions,2,0.0,11800000.0,0.0
BEN,2019,Infertility,2,0.0,11800000.0,0.0
BEN,2019,Benign prostatic hyperplasia,2,0.0,11800000.0,0.0
BEN,2019,Migraine,2,0.0,11800000.0,0.0
BEN,2019,Non-migraine headache,2,0.0,11800000.0,0.0
BEN,2019,Glaucoma,2,0.0,11800000.0,0.0
BEN,2019,Cataracts,2,0.0,11800000.0,0.0
BEN,2019,Uncorrected refractive errors,2,0.0,11800000.0,0.0
BEN,2019,Macular degeneration,2,0.0,11800000.0,0.0
BEN,2019,Other vision loss,2,0.0,11800000.0,0.0
BEN,2019,Other hearing loss,2,0.0,11800000.0,0.0
BWA,2019,HIV/AIDS,1,4949.76,2303703.0,214.86
BWA,2019,Lower respiratory infections,1,1673.56,2303703.0,72.65
BWA,2019,Ischaemic heart disease,2,1632.03,2303703.0,70.84
BWA,2019,Stroke,2,1588.19,2303703.0,68.94
BWA,2019,Diabetes mellitus,2,1272.64,2303703.0,55.24
BWA,2019,Neonatal conditions,1,896.71,2303703.0,38.92
BWA,2019,Tuberculosis,1,648.77,2303703.0,28.16
BWA,2019,Road injury,3,608.47,2303703.0,26.41
BWA,2019,Diarrhoeal diseases,1,527.12,2303703.0,22.88
BWA,2019,Kidney diseases,2,506.37,2303703.0,21.98
BWA,2019,Chronic obstructive pulmonary disease,2,481.65,2303703.0,20.91
BWA,2019,Hypertensive heart disease,2,470.81,2303703.0,20.44
BWA,2019,Cirrhosis of the liver,2,458.72,2303703.0,19.91
BWA,2019,Interpersonal violence,3,389.21,2303703.0,16.89
BWA,2019,Self-harm,3,369.85,2303703.0,16.05
BWA,2019,Congenital anomalies,2,287.27,2303703.0,12.47
BWA,2019,Asthma,2,232.15,2303703.0,10.08
BWA,2019,"Cardiomyopathy, myocarditis, endocarditis",2,176.98,2303703.0,7.68
BWA,2019,Protein-energy malnutrition,1,170.98,2303703.0,7.42
BWA,2019,Cervix uteri cancer,2,163.99,2303703.0,7.12
BWA,2019,Alzheimer disease and other dementias,2,163.69,2303703.0,7.11
BWA,2019,Paralytic ileus and intestinal obstruction,2,123.12,2303703.0,5.34
BWA,2019,Maternal conditions,1,117.76,2303703.0,5.11
BWA,2019,"Fire, heat and hot substances",3,108.34,2303703.0,4.7
BWA,2019,Meningitis,1,108.37,2303703.0,4.7
BWA,2019,Oesophagus cancer,2,102.66,2303703.0,4.46
BWA,2019,Peptic ulcer disease,2,90.08,2303703.0,3.91
BWA,2019,Drowning,3,82.55,2303703.0,3.58
BWA,2019,"Lymphomas, multiple myeloma",2,76.84,2303703.0,3.34
BWA,2019,Mouth and oropharynx cancers,2,70.03,2303703.0,3.04
BWA,2019,Breast cancer,2,68.35,2303703.0,2.97
BWA,2019,Falls,3,61.57,2303703.0,2.67
BWA,2019,Exposure to mechanical forces,3,59.82,2303703.0,2.6
BWA,2019,Liver cancer,2,57.25,2303703.0,2.49
BWA,2019,Epilepsy,2,56.12,2303703.0,2.44
BWA,2019,Gallbladder and biliary diseases,2,55.62,2303703.0,2.41
BWA,2019,Melanoma and other skin cancers,2,51.92,2303703.0,2.25
BWA,2019,Parkinson disease,2,47.25,2303703.0,2.05
BWA,2019,"Trachea, bronchus, lung cancers",2,45.4,2303703.0,1.97
BWA,2019,Whooping cough,1,44.6,2303703.0,1.94
BWA,2019,Prostate cancer,2,44.52,2303703.0,1.93
BWA,2019,Poisonings,3,42.27,2303703.0,1.83
BWA,2019,Rheumatic heart disease,2,37.06,2303703.0,1.61
BWA,2019,Syphilis,1,36.43,2303703.0,1.58
BWA,2019,Sudden infant death syndrome,2,32.5,2303703.0,1.41
BWA,2019,Alcohol use disorders,2,30.7,2303703.0,1.33
BWA,2019,Skin diseases,2,29.9,2303703.0,1.3
BWA,2019,Colon and rectum cancers,2,27.59,2303703.0,1.2
BWA,2019,Drug use disorders,2,25.69,2303703.0,1.12
BWA,2019,Pancreatitis,2,22.37,2303703.0,0.97
BWA,2019,Gastritis and duodenitis,2,21.64,2303703.0,0.94
BWA,2019,Ovary cancer,2,19.32,2303703.0,0.84
BWA,2019,Pancreas cancer,2,16.13,2303703.0,0.7
BWA,2019,Larynx cancer,2,16.15,2303703.0,0.7
BWA,2019,Leukaemia,2,13.05,2303703.0,0.57
BWA,2019,Rheumatoid arthritis,2,10.58,2303703.0,0.46
BWA,2019,Inflammatory bowel disease,2,10.4,2303703.0,0.45
BWA,2019,Stomach cancer,2,10.26,2303703.0,0.45
BWA,2019,Schistosomiasis,1,10.02,2303703.0,0.43
BWA,2019,Corpus uteri cancer,2,9.4,2303703.0,0.41
BWA,2019,Appendicitis,2,7.58,2303703.0,0.33
BWA,2019,Upper respiratory infections,1,7.42,2303703.0,0.32
BWA,2019,Kidney cancer,2,7.25,2303703.0,0.31
BWA,2019,Encephalitis,1,6.96,2303703.0,0.3
BWA,2019,Bladder cancer,2,6.41,2303703.0,0.28
BWA,2019,Tetanus,1,6.25,2303703.0,0.27
BWA,2019,Acute hepatitis B,1,5.78,2303703.0,0.25
BWA,2019,Brain and nervous system cancers,2,5.47,2303703.0,0.24
BWA,2019,Gynecological diseases,2,3.53,2303703.0,0.15
BWA,2019,Multiple sclerosis,2,3.05,2303703.0,0.13
BWA,2019,Cysticercosis,1,2.24,2303703.0,0.1
BWA,2019,Gallbladder and biliary tract cancer,2,2.14,2303703.0,0.09
BWA,2019,Acute hepatitis A,1,1.81,2303703.0,0.08
BWA,2019,Gonorrhoea,1,1.69,2303703.0,0.07
BWA,2019,Thyroid cancer,2,1.15,2303703.0,0.05
BWA,2019,Thalassaemias,2,1.06,2303703.0,0.05
BWA,2019,Rabies,1,0.91,2303703.0,0.04
BWA,2019,Urolithiasis,2,0.9,2303703.0,0.04
BWA,2019,Sickle cell disorders and trait,2,0.75,2303703.0,0.03
BWA,2019,Malaria,1,0.71,2303703.0,0.03
BWA,2019,Measles,1,0.37,2303703.0,0.02
BWA,2019,Acute hepatitis C,1,0.51,2303703.0,0.02
BWA,2019,Chlamydia,1,0.53,2303703.0,0.02
BWA,2019,Ascariasis,1,0.45,2303703.0,0.02
BWA,2019,Collective violence and legal intervention,3,0.35,2303703.0,0.02
BWA,2019,Echinococcosis,1,0.31,2303703.0,0.01
BWA,2019,Otitis media,1,0.21,2303703.0,0.01
BWA,2019,Testicular cancer,2,0.17,2303703.0,0.01
BWA,2019,Diphtheria,1,0.3,2303703.0,0.01
BWA,2019,Acute hepatitis E,1,0.31,2303703.0,0.01
BWA,2019,African trypanosomiasis,1,0.0,2303703.0,0.0
BWA,2019,Leishmaniasis,1,0.0,2303703.0,0.0
BWA,2019,Lymphatic filariasis,1,0.0,2303703.0,0.0
BWA,2019,Onchocerciasis,1,0.0,2303703.0,0.0
BWA,2019,Genital herpes,1,0.0,2303703.0,0.0
BWA,2019,Chagas disease,1,0.0,2303703.0,0.0
BWA,2019,Trichomoniasis,1,0.0,2303703.0,0.0
BWA,2019,Trichuriasis,1,0.0,2303703.0,0.0
BWA,2019,Hookworm disease,1,0.0,2303703.0,0.0
BWA,2019,Food-bourne trematodes,1,0.0,2303703.0,0.0
BWA,2019,Leprosy,1,0.0,2303703.0,0.0
BWA,2019,Iodine deficiency,1,0.0,2303703.0,0.0
BWA,2019,Vitamin A deficiency,1,0.0,2303703.0,0.0
BWA,2019,Iron-deficiency anaemia,1,0.0,2303703.0,0.0
BWA,2019,Oral conditions,2,0.0,2303703.0,0.0
BWA,2019,Natural disasters,3,0.0,2303703.0,0.0
BWA,2019,Infertility,2,0.0,2303703.0,0.0
BWA,2019,Benign prostatic hyperplasia,2,0.0,2303703.0,0.0
BWA,2019,Osteoarthritis,2,0.0,2303703.0,0.0
BWA,2019,Gout,2,0.0,2303703.0,0.0
BWA,2019,Back and neck pain,2,0.0,2303703.0,0.0
BWA,2019,Migraine,2,0.0,2303703.0,0.0
BWA,2019,Non-migraine headache,2,0.0,2303703.0,0.0
BWA,2019,Glaucoma,2,0.0,2303703.0,0.0
BWA,2019,Cataracts,2,0.0,2303703.0,0.0
BWA,2019,Uncorrected refractive errors,2,0.0,2303703.0,0.0
BWA,2019,Macular degeneration,2,0.0,2303703.0,0.0
BWA,2019,Other vision loss,2,0.0,2303703.0,0.0
BWA,2019,Other hearing loss,2,0.0,2303703.0,0.0
BWA,2019,Depressive disorders,2,0.0,2303703.0,0.0
BWA,2019,Bipolar disorder,2,0.0,2303703.0,0.0
BWA,2019,Schizophrenia,2,0.0,2303703.0,0.0
BWA,2019,Anxiety disorders,2,0.0,2303703.0,0.0
BWA,2019,Eating disorders,2,0.05,2303703.0,0.0
BWA,2019,Autism and Asperger syndrome,2,0.0,2303703.0,0.0
BWA,2019,Childhood behavioural disorders,2,0.0,2303703.0,0.0
BWA,2019,Idiopathic intellectual disability,2,0.0,2303703.0,0.0
BWA,2019,Mesothelioma,2,0.03,2303703.0,0.0
BWA,2019,Dengue,1,0.0,2303703.0,0.0
BWA,2019,Trachoma,1,0.0,2303703.0,0.0
BWA,2019,Yellow fever,1,0.0,2303703.0,0.0
BFA,2019,Neonatal conditions,1,18414.46,20300000.0,90.71
BFA,2019,Lower respiratory infections,1,16807.18,20300000.0,82.79
BFA,2019,Malaria,1,14602.0,20300000.0,71.93
BFA,2019,Diarrhoeal diseases,1,11887.05,20300000.0,58.56
BFA,2019,Ischaemic heart disease,2,8116.53,20300000.0,39.98
BFA,2019,Stroke,2,6324.23,20300000.0,31.15
BFA,2019,Road injury,3,6303.04,20300000.0,31.05
BFA,2019,Sickle cell disorders and trait,2,4027.65,20300000.0,19.84
BFA,2019,Congenital anomalies,2,3514.73,20300000.0,17.31
BFA,2019,Meningitis,1,3374.72,20300000.0,16.62
BFA,2019,HIV/AIDS,1,3100.02,20300000.0,15.27
BFA,2019,Protein-energy malnutrition,1,2868.34,20300000.0,14.13
BFA,2019,Cirrhosis of the liver,2,2722.2,20300000.0,13.41
BFA,2019,Diabetes mellitus,2,2608.5,20300000.0,12.85
BFA,2019,Kidney diseases,2,2397.68,20300000.0,11.81
BFA,2019,Cervix uteri cancer,2,2122.16,20300000.0,10.45
BFA,2019,Hypertensive heart disease,2,2019.56,20300000.0,9.95
BFA,2019,Tuberculosis,1,1967.91,20300000.0,9.69
BFA,2019,Interpersonal violence,3,1943.3,20300000.0,9.57
BFA,2019,Self-harm,3,1520.81,20300000.0,7.49
BFA,2019,Maternal conditions,1,1378.81,20300000.0,6.79
BFA,2019,Liver cancer,2,1309.4,20300000.0,6.45
BFA,2019,Measles,1,1195.72,20300000.0,5.89
BFA,2019,Chronic obstructive pulmonary disease,2,1161.1,20300000.0,5.72
BFA,2019,Asthma,2,940.98,20300000.0,4.64
BFA,2019,Drowning,3,909.64,20300000.0,4.48
BFA,2019,Paralytic ileus and intestinal obstruction,2,889.47,20300000.0,4.38
BFA,2019,Collective violence and legal intervention,3,883.54,20300000.0,4.35
BFA,2019,Breast cancer,2,861.61,20300000.0,4.24
BFA,2019,Falls,3,828.49,20300000.0,4.08
BFA,2019,Stomach cancer,2,777.26,20300000.0,3.83
BFA,2019,Alzheimer disease and other dementias,2,767.21,20300000.0,3.78
BFA,2019,Whooping cough,1,746.28,20300000.0,3.68
BFA,2019,"Cardiomyopathy, myocarditis, endocarditis",2,742.7,20300000.0,3.66
BFA,2019,"Fire, heat and hot substances",3,704.23,20300000.0,3.47
BFA,2019,Poisonings,3,620.04,20300000.0,3.05
BFA,2019,Exposure to mechanical forces,3,561.62,20300000.0,2.77
