Country,Cause,Type,Year,Deaths per 100K people,Deaths,source
Burkina Faso,Sickle cell disorders and trait,Noncommunicable diseases,2000,26.42,"3,065","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Road injury,Injuries,2000,27.65,"3,207","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Stroke,Noncommunicable diseases,2000,36.08,"4,185","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Ischaemic heart disease,Noncommunicable diseases,2000,44.61,"5,174","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000,49.31,"5,720","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,129.91,"15,070","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,133.73,"15,513","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,159.96,"18,555","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,259.7,"30,125","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019,16.62,"3,375","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Congenital anomalies,Noncommunicable diseases,2019,17.31,"3,515","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Sickle cell disorders and trait,Noncommunicable diseases,2019,19.84,"4,028","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Road injury,Injuries,2019,31.05,"6,303","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Stroke,Noncommunicable diseases,2019,31.15,"6,324","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Ischaemic heart disease,Noncommunicable diseases,2019,39.98,"8,117","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,58.56,"11,887","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,71.93,"14,602","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,82.79,"16,807","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,90.71,"18,414","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,15.86,261,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Kidney diseases,Noncommunicable diseases,2000,22.46,369,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Road injury,Injuries,2000,31.84,523,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,43.38,713,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diabetes mellitus,Noncommunicable diseases,2000,47.97,788,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,61.53,"1,011","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Ischaemic heart disease,Noncommunicable diseases,2000,73.78,"1,212","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Stroke,Noncommunicable diseases,2000,85.26,"1,401","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,108.87,"1,789","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,852.53,"14,010","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Kidney diseases,Noncommunicable diseases,2019,21.98,506,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,22.88,527,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Road injury,Injuries,2019,26.41,608,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,28.16,649,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,38.92,897,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diabetes mellitus,Noncommunicable diseases,2019,55.24,"1,273","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Stroke,Noncommunicable diseases,2019,68.94,"1,588","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Ischaemic heart disease,Noncommunicable diseases,2019,70.84,"1,632","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,72.65,"1,674","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,214.86,"4,950","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Road injury,Injuries,2000,32.33,"1,177","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000,46.0,"1,675","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Ischaemic heart disease,Noncommunicable diseases,2000,76.68,"2,791","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,80.68,"2,937","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Stroke,Noncommunicable diseases,2000,94.75,"3,449","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,154.54,"5,626","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,167.44,"6,096","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,167.98,"6,115","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,192.76,"7,017","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,272.55,"9,922","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019,34.25,"1,625","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Road injury,Injuries,2019,37.72,"1,790","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Ischaemic heart disease,Noncommunicable diseases,2019,61.11,"2,900","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019,69.11,"3,279","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Stroke,Noncommunicable diseases,2019,69.2,"3,284","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019,79.08,"3,753","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019,98.71,"4,684","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,99.13,"4,704","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019,110.24,"5,231","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019,119.78,"5,684","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Congenital anomalies,Noncommunicable diseases,2000,18.08,"2,983","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Road injury,Injuries,2000,25.37,"4,187","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000,51.06,"8,426","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Stroke,Noncommunicable diseases,2000,54.53,"8,998","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Ischaemic heart disease,Noncommunicable diseases,2000,57.94,"9,560","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000,80.64,"13,306","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000,120.14,"19,823","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000,155.68,"25,687","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000,156.88,"25,886","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000,280.8,"46,332","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Congenital anomalies,Noncommunicable diseases,2019,20.27,"5,208","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019,21.48,"5,521","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Road injury,Injuries,2019,24.13,"6,202","Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
