Country,Cause,Type,Year,Deaths per 100K people,Deaths,missing,source
Angola,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,47.94,"15,245",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Angola,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,53.43,"16,991",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Angola,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,78.29,"24,897",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Angola,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,97.62,"31,044",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
French Southern Territories,,,,,nan,True,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Road injury,Injuries,2000.0,30.35,"1,936",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,41.39,"2,640",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Ischaemic heart disease,Noncommunicable diseases,2000.0,44.37,"2,830",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,48.16,"3,072",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Stroke,Noncommunicable diseases,2000.0,63.43,"4,046",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,136.63,"8,715",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,151.16,"9,642",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,161.3,"10,289",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,184.44,"11,765",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,192.49,"12,279",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,15.77,"1,814",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,20.73,"2,385",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Protein-energy malnutrition,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,21.74,"2,500",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Ischaemic heart disease,Noncommunicable diseases,2019.0,32.33,"3,718",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Road injury,Injuries,2019.0,35.56,"4,089",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Stroke,Noncommunicable diseases,2019.0,37.59,"4,323",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,44.9,"5,163",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,52.58,"6,046",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,67.91,"7,810",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burundi,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,74.52,"8,570",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Congenital anomalies,Noncommunicable diseases,2000.0,20.67,"1,419",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Road injury,Injuries,2000.0,28.43,"1,952",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Cirrhosis of the liver,Noncommunicable diseases,2000.0,29.26,"2,009",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,37.93,"2,604",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Ischaemic heart disease,Noncommunicable diseases,2000.0,48.99,"3,363",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Stroke,Noncommunicable diseases,2000.0,60.25,"4,137",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,104.09,"7,147",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,120.22,"8,254",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,141.94,"9,746",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,150.68,"10,346",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,19.18,"2,263",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Congenital anomalies,Noncommunicable diseases,2019.0,19.19,"2,265",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Cirrhosis of the liver,Noncommunicable diseases,2019.0,20.73,"2,447",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Road injury,Injuries,2019.0,26.8,"3,162",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Ischaemic heart disease,Noncommunicable diseases,2019.0,45.74,"5,397",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Stroke,Noncommunicable diseases,2019.0,49.62,"5,855",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,57.88,"6,830",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,59.64,"7,037",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,86.48,"10,205",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Benin,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,101.97,"12,033",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Congenital anomalies,Noncommunicable diseases,2000.0,18.66,"2,164",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Sickle cell disorders and trait,Noncommunicable diseases,2000.0,26.42,"3,065",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Road injury,Injuries,2000.0,27.65,"3,207",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Stroke,Noncommunicable diseases,2000.0,36.08,"4,185",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Ischaemic heart disease,Noncommunicable diseases,2000.0,44.61,"5,174",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,49.31,"5,720",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,129.91,"15,070",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,133.73,"15,513",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,159.96,"18,555",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,259.7,"30,125",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Meningitis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,16.62,"3,375",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Congenital anomalies,Noncommunicable diseases,2019.0,17.31,"3,515",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Sickle cell disorders and trait,Noncommunicable diseases,2019.0,19.84,"4,028",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Road injury,Injuries,2019.0,31.05,"6,303",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Stroke,Noncommunicable diseases,2019.0,31.15,"6,324",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Ischaemic heart disease,Noncommunicable diseases,2019.0,39.98,"8,117",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,58.56,"11,887",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,71.93,"14,602",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,82.79,"16,807",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Burkina Faso,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,90.71,"18,414",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,15.86,261,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Kidney diseases,Noncommunicable diseases,2000.0,22.46,369,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Road injury,Injuries,2000.0,31.84,523,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,43.38,713,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diabetes mellitus,Noncommunicable diseases,2000.0,47.97,788,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,61.53,"1,011",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Ischaemic heart disease,Noncommunicable diseases,2000.0,73.78,"1,212",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Stroke,Noncommunicable diseases,2000.0,85.26,"1,401",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,108.87,"1,789",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,852.53,"14,010",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Kidney diseases,Noncommunicable diseases,2019.0,21.98,506,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,22.88,527,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Road injury,Injuries,2019.0,26.41,608,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,28.16,649,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,38.92,897,False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Diabetes mellitus,Noncommunicable diseases,2019.0,55.24,"1,273",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Stroke,Noncommunicable diseases,2019.0,68.94,"1,588",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Ischaemic heart disease,Noncommunicable diseases,2019.0,70.84,"1,632",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,72.65,"1,674",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Botswana,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,214.86,"4,950",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Road injury,Injuries,2000.0,32.33,"1,177",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,46.0,"1,675",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Ischaemic heart disease,Noncommunicable diseases,2000.0,76.68,"2,791",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,80.68,"2,937",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Stroke,Noncommunicable diseases,2000.0,94.75,"3,449",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,154.54,"5,626",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,167.44,"6,096",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,167.98,"6,115",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,192.76,"7,017",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,272.55,"9,922",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Measles,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,34.25,"1,625",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Road injury,Injuries,2019.0,37.72,"1,790",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Ischaemic heart disease,Noncommunicable diseases,2019.0,61.11,"2,900",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Malaria,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,69.11,"3,279",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Stroke,Noncommunicable diseases,2019.0,69.2,"3,284",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,HIV/AIDS,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,79.08,"3,753",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,98.71,"4,684",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,99.13,"4,704",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,110.24,"5,231",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Central African Republic,Neonatal conditions,"Communicable, maternal, neonatal, and nutritional diseases",2019.0,119.78,"5,684",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Congenital anomalies,Noncommunicable diseases,2000.0,18.08,"2,983",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Road injury,Injuries,2000.0,25.37,"4,187",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Tuberculosis,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,51.06,"8,426",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Stroke,Noncommunicable diseases,2000.0,54.53,"8,998",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Ischaemic heart disease,Noncommunicable diseases,2000.0,57.94,"9,560",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Diarrhoeal diseases,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,80.64,"13,306",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
Cote d'Ivoire,Lower respiratory infections,"Communicable, maternal, neonatal, and nutritional diseases",2000.0,120.14,"19,823",False,"Global Health Estimates 2020: Deaths by Cause, Age, Sex, by Country and by Region, 2000-2019. Geneva, World Health Organization; 2020."
