date,value,iso_code,name_short,source
2022-12-18,21.54,Africa (median),,WFP HungerMapLive
2022-12-19,21.54,Africa (median),,WFP HungerMapLive
2022-12-20,21.54,Africa (median),,WFP HungerMapLive
2022-12-21,21.53,Africa (median),,WFP HungerMapLive
2022-12-22,21.52,Africa (median),,WFP HungerMapLive
2022-12-23,21.53,Africa (median),,WFP HungerMapLive
2022-12-24,21.52,Africa (median),,WFP HungerMapLive
2022-12-25,21.52,Africa (median),,WFP HungerMapLive
2022-12-26,21.52,Africa (median),,WFP HungerMapLive
2022-12-27,21.52,Africa (median),,WFP HungerMapLive
2022-12-28,21.48,Africa (median),,WFP HungerMapLive
2022-12-29,21.54,Africa (median),,WFP HungerMapLive
2022-12-30,21.48,Africa (median),,WFP HungerMapLive
2022-12-31,21.92,Africa (median),,WFP HungerMapLive
2023-01-01,21.62,Africa (median),,WFP HungerMapLive
2023-01-02,21.62,Africa (median),,WFP HungerMapLive
2023-01-03,21.62,Africa (median),,WFP HungerMapLive
2023-01-04,21.62,Africa (median),,WFP HungerMapLive
2023-01-05,21.62,Africa (median),,WFP HungerMapLive
2023-01-06,21.78,Africa (median),,WFP HungerMapLive
2023-01-07,21.62,Africa (median),,WFP HungerMapLive
2023-01-08,21.62,Africa (median),,WFP HungerMapLive
2023-01-09,21.62,Africa (median),,WFP HungerMapLive
2023-01-10,21.62,Africa (median),,WFP HungerMapLive
2023-01-11,21.63,Africa (median),,WFP HungerMapLive
2023-01-12,21.63,Africa (median),,WFP HungerMapLive
2023-01-13,21.63,Africa (median),,WFP HungerMapLive
2023-01-14,21.62,Africa (median),,WFP HungerMapLive
2023-01-15,21.62,Africa (median),,WFP HungerMapLive
2023-01-16,21.62,Africa (median),,WFP HungerMapLive
2023-01-17,21.62,Africa (median),,WFP HungerMapLive
2023-01-18,21.62,Africa (median),,WFP HungerMapLive
2023-01-19,21.65,Africa (median),,WFP HungerMapLive
2023-01-20,21.66,Africa (median),,WFP HungerMapLive
2023-01-21,21.72,Africa (median),,WFP HungerMapLive
2023-01-22,21.72,Africa (median),,WFP HungerMapLive
2023-01-23,21.72,Africa (median),,WFP HungerMapLive
2023-01-24,21.72,Africa (median),,WFP HungerMapLive
2023-01-25,21.72,Africa (median),,WFP HungerMapLive
2023-01-26,21.990000000000002,Africa (median),,WFP HungerMapLive
2023-01-27,22.14,Africa (median),,WFP HungerMapLive
2023-01-28,22.14,Africa (median),,WFP HungerMapLive
2023-01-29,22.205,Africa (median),,WFP HungerMapLive
2023-01-30,22.595,Africa (median),,WFP HungerMapLive
2023-01-31,22.92,Africa (median),,WFP HungerMapLive
2023-02-01,23.075000000000003,Africa (median),,WFP HungerMapLive
2023-02-02,23.545,Africa (median),,WFP HungerMapLive
2023-02-03,22.52,Africa (median),,WFP HungerMapLive
2023-02-04,22.52,Africa (median),,WFP HungerMapLive
2023-02-05,22.52,Africa (median),,WFP HungerMapLive
2023-02-06,23.814999999999998,Africa (median),,WFP HungerMapLive
2023-02-07,23.7,Africa (median),,WFP HungerMapLive
2023-02-08,23.985,Africa (median),,WFP HungerMapLive
2023-02-09,24.235,Africa (median),,WFP HungerMapLive
2023-02-10,24.115000000000002,Africa (median),,WFP HungerMapLive
2023-02-11,24.725,Africa (median),,WFP HungerMapLive
2023-02-12,24.61,Africa (median),,WFP HungerMapLive
2023-02-13,24.56,Africa (median),,WFP HungerMapLive
2023-02-14,24.335,Africa (median),,WFP HungerMapLive
2023-02-15,24.84,Africa (median),,WFP HungerMapLive
2023-02-16,24.645,Africa (median),,WFP HungerMapLive
2023-02-17,24.72,Africa (median),,WFP HungerMapLive
2023-02-18,24.53,Africa (median),,WFP HungerMapLive
2023-02-19,24.97,Africa (median),,WFP HungerMapLive
2023-02-20,25.12,Africa (median),,WFP HungerMapLive
2023-02-21,26.479999999999997,Africa (median),,WFP HungerMapLive
2023-02-22,26.525,Africa (median),,WFP HungerMapLive
2023-02-23,26.805,Africa (median),,WFP HungerMapLive
2023-02-24,26.65,Africa (median),,WFP HungerMapLive
2023-02-25,26.775,Africa (median),,WFP HungerMapLive
2023-02-26,26.435000000000002,Africa (median),,WFP HungerMapLive
2023-02-27,26.66,Africa (median),,WFP HungerMapLive
2023-02-28,26.58,Africa (median),,WFP HungerMapLive
2023-03-01,26.58,Africa (median),,WFP HungerMapLive
2023-03-02,26.82,Africa (median),,WFP HungerMapLive
2023-03-03,26.42,Africa (median),,WFP HungerMapLive
2023-03-04,26.43,Africa (median),,WFP HungerMapLive
2023-03-05,27.729999999999997,Africa (median),,WFP HungerMapLive
2023-03-06,27.89,Africa (median),,WFP HungerMapLive
2023-03-07,25.7,Africa (median),,WFP HungerMapLive
2023-03-08,25.7,Africa (median),,WFP HungerMapLive
2023-03-09,25.7,Africa (median),,WFP HungerMapLive
2023-03-10,24.58,Africa (median),,WFP HungerMapLive
2023-03-11,24.7,Africa (median),,WFP HungerMapLive
2023-03-12,25.34,Africa (median),,WFP HungerMapLive
2023-03-13,25.04,Africa (median),,WFP HungerMapLive
2023-03-14,24.96,Africa (median),,WFP HungerMapLive
2023-03-15,24.74,Africa (median),,WFP HungerMapLive
2023-03-16,25.12,Africa (median),,WFP HungerMapLive
2023-03-17,24.87,Africa (median),,WFP HungerMapLive
2023-03-18,25.08,Africa (median),,WFP HungerMapLive
2023-03-19,25.06,Africa (median),,WFP HungerMapLive
2023-03-20,25.52,Africa (median),,WFP HungerMapLive
2023-03-21,25.97,Africa (median),,WFP HungerMapLive
2023-03-22,25.845,Africa (median),,WFP HungerMapLive
2023-03-23,24.95,Africa (median),,WFP HungerMapLive
2023-03-24,25.45,Africa (median),,WFP HungerMapLive
2023-03-25,24.99,Africa (median),,WFP HungerMapLive
2023-03-26,24.81,Africa (median),,WFP HungerMapLive
2023-03-27,25.65,Africa (median),,WFP HungerMapLive
2023-03-28,25.65,Africa (median),,WFP HungerMapLive
2023-03-29,25.35,Africa (median),,WFP HungerMapLive
2023-03-30,25.33,Africa (median),,WFP HungerMapLive
2023-03-31,24.94,Africa (median),,WFP HungerMapLive
2023-04-01,25.72,Africa (median),,WFP HungerMapLive
2023-04-02,25.73,Africa (median),,WFP HungerMapLive
2023-04-03,25.73,Africa (median),,WFP HungerMapLive
2023-04-04,24.87,Africa (median),,WFP HungerMapLive
2023-04-05,24.689999999999998,Africa (median),,WFP HungerMapLive
2023-04-06,24.86,Africa (median),,WFP HungerMapLive
2023-04-07,24.86,Africa (median),,WFP HungerMapLive
2023-04-08,24.86,Africa (median),,WFP HungerMapLive
2023-04-09,24.86,Africa (median),,WFP HungerMapLive
2023-04-10,24.85,Africa (median),,WFP HungerMapLive
2023-04-11,24.89,Africa (median),,WFP HungerMapLive
2023-04-12,24.89,Africa (median),,WFP HungerMapLive
2023-04-13,23.73,Africa (median),,WFP HungerMapLive
2023-04-14,24.89,Africa (median),,WFP HungerMapLive
2023-04-15,25.62,Africa (median),,WFP HungerMapLive
2023-04-16,25.3,Africa (median),,WFP HungerMapLive
2023-04-17,24.89,Africa (median),,WFP HungerMapLive
2023-04-18,24.89,Africa (median),,WFP HungerMapLive
2023-04-19,24.88,Africa (median),,WFP HungerMapLive
2023-04-20,24.555,Africa (median),,WFP HungerMapLive
2023-04-21,24.9,Africa (median),,WFP HungerMapLive
2023-04-22,24.9,Africa (median),,WFP HungerMapLive
2023-04-23,24.95,Africa (median),,WFP HungerMapLive
2023-04-24,24.4,Africa (median),,WFP HungerMapLive
2023-04-25,24.75,Africa (median),,WFP HungerMapLive
2023-04-26,24.23,Africa (median),,WFP HungerMapLive
2023-04-27,24.23,Africa (median),,WFP HungerMapLive
2023-04-28,24.38,Africa (median),,WFP HungerMapLive
2023-04-29,24.25,Africa (median),,WFP HungerMapLive
2023-04-30,24.35,Africa (median),,WFP HungerMapLive
2023-05-01,24.564999999999998,Africa (median),,WFP HungerMapLive
2023-05-02,24.58,Africa (median),,WFP HungerMapLive
2023-05-03,24.63,Africa (median),,WFP HungerMapLive
2023-05-04,24.66,Africa (median),,WFP HungerMapLive
2023-05-05,24.64,Africa (median),,WFP HungerMapLive
2023-05-06,24.195,Africa (median),,WFP HungerMapLive
2023-05-07,24.08,Africa (median),,WFP HungerMapLive
2023-05-08,24.045,Africa (median),,WFP HungerMapLive
2023-05-09,24.035,Africa (median),,WFP HungerMapLive
2023-05-10,24.13,Africa (median),,WFP HungerMapLive
2023-05-11,24.185000000000002,Africa (median),,WFP HungerMapLive
2023-05-12,24.185000000000002,Africa (median),,WFP HungerMapLive
2023-05-13,22.75,Africa (median),,WFP HungerMapLive
2023-05-14,22.85,Africa (median),,WFP HungerMapLive
2023-05-15,22.55,Africa (median),,WFP HungerMapLive
2023-05-16,24.05,Africa (median),,WFP HungerMapLive
2023-05-17,23.82,Africa (median),,WFP HungerMapLive
2023-05-18,23.825000000000003,Africa (median),,WFP HungerMapLive
2023-05-19,23.65,Africa (median),,WFP HungerMapLive
2023-05-20,23.68,Africa (median),,WFP HungerMapLive
2023-05-21,23.415,Africa (median),,WFP HungerMapLive
2023-05-22,23.76,Africa (median),,WFP HungerMapLive
2023-05-23,23.76,Africa (median),,WFP HungerMapLive
2023-05-24,24.72,Africa (median),,WFP HungerMapLive
2023-05-25,24.634999999999998,Africa (median),,WFP HungerMapLive
2023-05-26,24.634999999999998,Africa (median),,WFP HungerMapLive
2023-05-27,24.64,Africa (median),,WFP HungerMapLive
2023-05-28,24.674999999999997,Africa (median),,WFP HungerMapLive
2023-05-29,24.685,Africa (median),,WFP HungerMapLive
2023-05-30,24.695,Africa (median),,WFP HungerMapLive
2023-05-31,24.33,Africa (median),,WFP HungerMapLive
2023-06-01,24.38,Africa (median),,WFP HungerMapLive
2023-06-02,24.38,Africa (median),,WFP HungerMapLive
2023-06-03,24.369999999999997,Africa (median),,WFP HungerMapLive
2023-06-04,24.355,Africa (median),,WFP HungerMapLive
2023-06-05,24.36,Africa (median),,WFP HungerMapLive
2023-06-06,24.369999999999997,Africa (median),,WFP HungerMapLive
2023-06-07,25.28,Africa (median),,WFP HungerMapLive
2023-06-08,25.25,Africa (median),,WFP HungerMapLive
2023-06-09,25.25,Africa (median),,WFP HungerMapLive
2023-06-10,25.25,Africa (median),,WFP HungerMapLive
2023-06-11,25.21,Africa (median),,WFP HungerMapLive
2023-06-12,25.21,Africa (median),,WFP HungerMapLive
2023-06-13,25.24,Africa (median),,WFP HungerMapLive
2023-06-14,25.24,Africa (median),,WFP HungerMapLive
2023-06-15,25.24,Africa (median),,WFP HungerMapLive
2023-06-16,25.24,Africa (median),,WFP HungerMapLive
2023-06-17,25.22,Africa (median),,WFP HungerMapLive
2023-06-18,25.21,Africa (median),,WFP HungerMapLive
2023-06-19,25.24,Africa (median),,WFP HungerMapLive
2023-06-20,25.255,Africa (median),,WFP HungerMapLive
2023-06-21,25.25,Africa (median),,WFP HungerMapLive
2023-06-22,25.25,Africa (median),,WFP HungerMapLive
2023-06-23,25.19,Africa (median),,WFP HungerMapLive
2023-06-24,25.02,Africa (median),,WFP HungerMapLive
2023-06-25,25.09,Africa (median),,WFP HungerMapLive
2023-06-26,25.11,Africa (median),,WFP HungerMapLive
2023-06-27,25.08,Africa (median),,WFP HungerMapLive
2023-06-28,25.09,Africa (median),,WFP HungerMapLive
2023-06-29,25.07,Africa (median),,WFP HungerMapLive
2023-06-30,25.07,Africa (median),,WFP HungerMapLive
2023-07-01,24.95,Africa (median),,WFP HungerMapLive
2023-07-02,24.93,Africa (median),,WFP HungerMapLive
2023-07-03,24.92,Africa (median),,WFP HungerMapLive
2023-07-04,24.92,Africa (median),,WFP HungerMapLive
2023-07-05,24.96,Africa (median),,WFP HungerMapLive
2023-07-06,24.96,Africa (median),,WFP HungerMapLive
2023-07-07,24.96,Africa (median),,WFP HungerMapLive
2023-07-08,24.990000000000002,Africa (median),,WFP HungerMapLive
2023-07-09,24.89,Africa (median),,WFP HungerMapLive
2023-07-10,24.9,Africa (median),,WFP HungerMapLive
2023-07-11,24.93,Africa (median),,WFP HungerMapLive
2023-07-12,24.93,Africa (median),,WFP HungerMapLive
2023-07-13,24.75,Africa (median),,WFP HungerMapLive
2023-07-14,24.325,Africa (median),,WFP HungerMapLive
2023-07-15,24.325,Africa (median),,WFP HungerMapLive
2023-07-16,24.325,Africa (median),,WFP HungerMapLive
2023-07-17,24.325,Africa (median),,WFP HungerMapLive
2023-07-18,23.84,Africa (median),,WFP HungerMapLive
2023-07-19,23.79,Africa (median),,WFP HungerMapLive
2023-07-20,23.79,Africa (median),,WFP HungerMapLive
2023-07-21,23.83,Africa (median),,WFP HungerMapLive
2023-07-22,23.83,Africa (median),,WFP HungerMapLive
2023-07-23,23.83,Africa (median),,WFP HungerMapLive
2023-07-24,23.83,Africa (median),,WFP HungerMapLive
2023-07-25,23.83,Africa (median),,WFP HungerMapLive
2023-07-26,24.15,Africa (median),,WFP HungerMapLive
2023-07-27,23.78,Africa (median),,WFP HungerMapLive
2023-07-28,23.71,Africa (median),,WFP HungerMapLive
2023-07-29,23.73,Africa (median),,WFP HungerMapLive
2023-07-30,23.73,Africa (median),,WFP HungerMapLive
2023-07-31,24.54,Africa (median),,WFP HungerMapLive
2023-08-01,24.25,Africa (median),,WFP HungerMapLive
2023-08-02,23.77,Africa (median),,WFP HungerMapLive
2023-08-03,24.1,Africa (median),,WFP HungerMapLive
2023-08-04,24.0,Africa (median),,WFP HungerMapLive
2023-08-05,24.02,Africa (median),,WFP HungerMapLive
2023-08-06,24.02,Africa (median),,WFP HungerMapLive
2023-08-07,24.02,Africa (median),,WFP HungerMapLive
2023-08-08,23.86,Africa (median),,WFP HungerMapLive
2023-08-09,24.060000000000002,Africa (median),,WFP HungerMapLive
2023-08-10,23.884999999999998,Africa (median),,WFP HungerMapLive
2023-08-11,24.035,Africa (median),,WFP HungerMapLive
2023-08-12,23.94,Africa (median),,WFP HungerMapLive
2023-08-13,23.75,Africa (median),,WFP HungerMapLive
2023-08-14,23.740000000000002,Africa (median),,WFP HungerMapLive
2023-08-15,24.055,Africa (median),,WFP HungerMapLive
2023-08-16,24.965,Africa (median),,WFP HungerMapLive
2023-08-17,24.96,Africa (median),,WFP HungerMapLive
2023-08-18,24.955,Africa (median),,WFP HungerMapLive
2023-08-19,24.95,Africa (median),,WFP HungerMapLive
2023-08-20,24.955,Africa (median),,WFP HungerMapLive
2023-08-21,24.93,Africa (median),,WFP HungerMapLive
2023-08-22,24.84,Africa (median),,WFP HungerMapLive
2023-08-23,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-08-24,24.73,Africa (median),,WFP HungerMapLive
2023-08-25,24.78,Africa (median),,WFP HungerMapLive
2023-08-26,24.705,Africa (median),,WFP HungerMapLive
2023-08-27,24.79,Africa (median),,WFP HungerMapLive
2023-08-28,24.61,Africa (median),,WFP HungerMapLive
2023-08-29,24.405,Africa (median),,WFP HungerMapLive
2023-08-30,24.48,Africa (median),,WFP HungerMapLive
2023-08-31,24.61,Africa (median),,WFP HungerMapLive
2023-09-01,24.695,Africa (median),,WFP HungerMapLive
2023-09-02,24.89,Africa (median),,WFP HungerMapLive
2023-09-03,24.64,Africa (median),,WFP HungerMapLive
2023-09-04,24.615000000000002,Africa (median),,WFP HungerMapLive
2023-09-05,24.62,Africa (median),,WFP HungerMapLive
2023-09-06,24.595,Africa (median),,WFP HungerMapLive
2023-09-07,24.515,Africa (median),,WFP HungerMapLive
2023-09-08,24.515,Africa (median),,WFP HungerMapLive
2023-09-09,24.515,Africa (median),,WFP HungerMapLive
2023-09-10,24.509999999999998,Africa (median),,WFP HungerMapLive
2023-09-11,24.41,Africa (median),,WFP HungerMapLive
2023-09-12,24.41,Africa (median),,WFP HungerMapLive
2023-09-13,24.41,Africa (median),,WFP HungerMapLive
2023-09-14,25.165,Africa (median),,WFP HungerMapLive
2023-09-15,24.355,Africa (median),,WFP HungerMapLive
2023-09-16,24.39,Africa (median),,WFP HungerMapLive
2023-09-17,24.39,Africa (median),,WFP HungerMapLive
2023-09-18,24.33,Africa (median),,WFP HungerMapLive
2023-09-19,24.33,Africa (median),,WFP HungerMapLive
2023-09-20,24.39,Africa (median),,WFP HungerMapLive
2023-09-21,24.37,Africa (median),,WFP HungerMapLive
2023-09-22,24.825000000000003,Africa (median),,WFP HungerMapLive
2023-09-23,24.825000000000003,Africa (median),,WFP HungerMapLive
2023-09-24,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-09-25,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-09-26,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-09-27,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-09-28,24.865000000000002,Africa (median),,WFP HungerMapLive
2023-09-29,24.85,Africa (median),,WFP HungerMapLive
2023-09-30,24.85,Africa (median),,WFP HungerMapLive
2023-10-01,24.835,Africa (median),,WFP HungerMapLive
2023-10-02,24.759999999999998,Africa (median),,WFP HungerMapLive
2023-10-03,24.835,Africa (median),,WFP HungerMapLive
2023-10-04,24.845,Africa (median),,WFP HungerMapLive
2023-10-05,24.845,Africa (median),,WFP HungerMapLive
2023-10-06,24.675,Africa (median),,WFP HungerMapLive
2023-10-07,24.845,Africa (median),,WFP HungerMapLive
2023-10-08,24.82,Africa (median),,WFP HungerMapLive
2023-10-09,25.29,Africa (median),,WFP HungerMapLive
2023-10-10,24.604999999999997,Africa (median),,WFP HungerMapLive
2023-10-11,24.815,Africa (median),,WFP HungerMapLive
2023-10-12,24.82,Africa (median),,WFP HungerMapLive
2023-10-13,24.82,Africa (median),,WFP HungerMapLive
2023-10-14,24.825,Africa (median),,WFP HungerMapLive
2023-10-15,24.825,Africa (median),,WFP HungerMapLive
2023-10-16,24.825,Africa (median),,WFP HungerMapLive
2023-10-17,24.825,Africa (median),,WFP HungerMapLive
2023-10-18,25.49,Africa (median),,WFP HungerMapLive
2023-10-19,25.27,Africa (median),,WFP HungerMapLive
2023-10-20,25.27,Africa (median),,WFP HungerMapLive
2023-10-21,25.27,Africa (median),,WFP HungerMapLive
2023-10-22,25.27,Africa (median),,WFP HungerMapLive
2023-10-23,25.27,Africa (median),,WFP HungerMapLive
2023-10-24,25.3,Africa (median),,WFP HungerMapLive
2023-10-25,25.29,Africa (median),,WFP HungerMapLive
2023-10-26,25.29,Africa (median),,WFP HungerMapLive
2023-10-27,25.29,Africa (median),,WFP HungerMapLive
2023-10-28,25.29,Africa (median),,WFP HungerMapLive
2023-10-29,25.29,Africa (median),,WFP HungerMapLive
2023-10-30,25.25,Africa (median),,WFP HungerMapLive
2023-10-31,25.25,Africa (median),,WFP HungerMapLive
2023-11-01,25.23,Africa (median),,WFP HungerMapLive
2023-11-02,25.23,Africa (median),,WFP HungerMapLive
2023-11-03,25.23,Africa (median),,WFP HungerMapLive
2023-11-04,25.23,Africa (median),,WFP HungerMapLive
2023-11-05,25.23,Africa (median),,WFP HungerMapLive
2023-11-06,25.03,Africa (median),,WFP HungerMapLive
2023-11-07,25.15,Africa (median),,WFP HungerMapLive
2023-11-08,25.24,Africa (median),,WFP HungerMapLive
2023-11-09,25.24,Africa (median),,WFP HungerMapLive
2023-11-10,25.24,Africa (median),,WFP HungerMapLive
2023-11-11,24.83,Africa (median),,WFP HungerMapLive
2023-11-12,24.93,Africa (median),,WFP HungerMapLive
2023-11-13,24.92,Africa (median),,WFP HungerMapLive
2023-11-14,24.884999999999998,Africa (median),,WFP HungerMapLive
2023-11-15,24.72,Africa (median),,WFP HungerMapLive
2023-11-16,24.72,Africa (median),,WFP HungerMapLive
2023-11-17,24.72,Africa (median),,WFP HungerMapLive
2023-11-18,24.72,Africa (median),,WFP HungerMapLive
2023-11-19,24.715,Africa (median),,WFP HungerMapLive
2023-11-20,24.805,Africa (median),,WFP HungerMapLive
2023-11-21,24.76,Africa (median),,WFP HungerMapLive
2023-11-22,24.76,Africa (median),,WFP HungerMapLive
2023-11-23,24.76,Africa (median),,WFP HungerMapLive
2023-11-24,24.77,Africa (median),,WFP HungerMapLive
2023-11-25,24.77,Africa (median),,WFP HungerMapLive
2023-11-26,24.77,Africa (median),,WFP HungerMapLive
2023-11-27,24.77,Africa (median),,WFP HungerMapLive
2023-11-28,24.83,Africa (median),,WFP HungerMapLive
2023-11-29,24.84,Africa (median),,WFP HungerMapLive
2023-11-30,24.77,Africa (median),,WFP HungerMapLive
2023-12-01,24.89,Africa (median),,WFP HungerMapLive
2023-12-02,25.02,Africa (median),,WFP HungerMapLive
2023-12-03,24.9,Africa (median),,WFP HungerMapLive
2023-12-04,24.97,Africa (median),,WFP HungerMapLive
2023-12-05,25.2,Africa (median),,WFP HungerMapLive
2023-12-06,25.2,Africa (median),,WFP HungerMapLive
2023-12-07,25.2,Africa (median),,WFP HungerMapLive
2023-12-08,25.09,Africa (median),,WFP HungerMapLive
2023-12-09,25.09,Africa (median),,WFP HungerMapLive
2023-12-10,25.03,Africa (median),,WFP HungerMapLive
2023-12-11,24.994999999999997,Africa (median),,WFP HungerMapLive
2023-12-12,25.095,Africa (median),,WFP HungerMapLive
2023-12-13,25.125,Africa (median),,WFP HungerMapLive
2023-12-14,25.11,Africa (median),,WFP HungerMapLive
2023-12-15,24.84,Africa (median),,WFP HungerMapLive
2023-12-16,24.84,Africa (median),,WFP HungerMapLive
2023-12-17,24.87,Africa (median),,WFP HungerMapLive
2023-12-18,24.88,Africa (median),,WFP HungerMapLive
2023-12-19,25.060000000000002,Africa (median),,WFP HungerMapLive
2023-12-20,25.055,Africa (median),,WFP HungerMapLive
2023-12-21,25.11,Africa (median),,WFP HungerMapLive
2023-12-22,24.985,Africa (median),,WFP HungerMapLive
2023-12-23,24.985,Africa (median),,WFP HungerMapLive
2023-12-24,24.91,Africa (median),,WFP HungerMapLive
2023-12-25,24.91,Africa (median),,WFP HungerMapLive
2023-12-26,25.25,Africa (median),,WFP HungerMapLive
2023-12-27,25.25,Africa (median),,WFP HungerMapLive
2023-12-28,25.03,Africa (median),,WFP HungerMapLive
2023-12-29,25.095,Africa (median),,WFP HungerMapLive
2023-12-30,25.125,Africa (median),,WFP HungerMapLive
2023-12-31,24.62,Africa (median),,WFP HungerMapLive
2024-01-01,24.979999999999997,Africa (median),,WFP HungerMapLive
2024-01-02,24.979999999999997,Africa (median),,WFP HungerMapLive
2024-01-03,24.979999999999997,Africa (median),,WFP HungerMapLive
2024-01-04,24.96,Africa (median),,WFP HungerMapLive
2024-01-05,24.72,Africa (median),,WFP HungerMapLive
2024-01-06,24.61,Africa (median),,WFP HungerMapLive
2024-01-07,24.72,Africa (median),,WFP HungerMapLive
2024-01-08,24.72,Africa (median),,WFP HungerMapLive
2024-01-09,24.61,Africa (median),,WFP HungerMapLive
2024-01-10,24.61,Africa (median),,WFP HungerMapLive
2024-01-11,24.79,Africa (median),,WFP HungerMapLive
2024-01-12,24.5,Africa (median),,WFP HungerMapLive
2024-01-13,23.46,Africa (median),,WFP HungerMapLive
2024-01-14,23.8,Africa (median),,WFP HungerMapLive
2024-01-15,23.740000000000002,Africa (median),,WFP HungerMapLive
2024-01-16,24.6,Africa (median),,WFP HungerMapLive
2024-01-17,24.195,Africa (median),,WFP HungerMapLive
2024-01-18,24.055,Africa (median),,WFP HungerMapLive
2024-01-19,24.045,Africa (median),,WFP HungerMapLive
2024-01-20,23.86,Africa (median),,WFP HungerMapLive
2024-01-21,23.81,Africa (median),,WFP HungerMapLive
2024-01-22,24.03,Africa (median),,WFP HungerMapLive
2024-01-23,24.22,Africa (median),,WFP HungerMapLive
2024-01-24,24.17,Africa (median),,WFP HungerMapLive
2024-01-25,24.23,Africa (median),,WFP HungerMapLive
2024-01-26,23.99,Africa (median),,WFP HungerMapLive
2024-01-27,23.71,Africa (median),,WFP HungerMapLive
2024-01-28,23.75,Africa (median),,WFP HungerMapLive
2024-01-29,24.36,Africa (median),,WFP HungerMapLive
2024-01-30,24.71,Africa (median),,WFP HungerMapLive
2024-01-31,24.03,Africa (median),,WFP HungerMapLive
2024-02-01,24.23,Africa (median),,WFP HungerMapLive
2024-02-02,24.7,Africa (median),,WFP HungerMapLive
2024-02-03,24.7,Africa (median),,WFP HungerMapLive
2024-02-04,24.7,Africa (median),,WFP HungerMapLive
2024-02-05,24.7,Africa (median),,WFP HungerMapLive
2024-02-06,24.7,Africa (median),,WFP HungerMapLive
2024-02-07,24.7,Africa (median),,WFP HungerMapLive
2024-02-08,24.7,Africa (median),,WFP HungerMapLive
2024-02-09,24.7,Africa (median),,WFP HungerMapLive
2024-02-10,24.7,Africa (median),,WFP HungerMapLive
2024-02-11,24.66,Africa (median),,WFP HungerMapLive
2024-02-12,24.66,Africa (median),,WFP HungerMapLive
2024-02-13,24.64,Africa (median),,WFP HungerMapLive
2024-02-14,24.06,Africa (median),,WFP HungerMapLive
2024-02-15,24.06,Africa (median),,WFP HungerMapLive
2024-02-16,24.04,Africa (median),,WFP HungerMapLive
2024-02-17,24.02,Africa (median),,WFP HungerMapLive
2024-02-18,24.02,Africa (median),,WFP HungerMapLive
2024-02-19,24.02,Africa (median),,WFP HungerMapLive
2024-02-20,23.825,Africa (median),,WFP HungerMapLive
2024-02-21,23.744999999999997,Africa (median),,WFP HungerMapLive
2024-02-22,23.744999999999997,Africa (median),,WFP HungerMapLive
2024-02-22,23.744999999999997,,Africa (median),WFP HungerMapLive
2024-02-22,22.61,,Algeria,WFP HungerMapLive
