year,donor_code,recipient_code,value,indicator,recipient
2000,801,9998,4.48,imputed_multilateral,"Developing countries, unspecified"
2000,801,10004,11.35,imputed_multilateral,America
2000,801,10010,5.17,imputed_multilateral,Europe
2000,801,10001,64.39,imputed_multilateral,Africa
2000,801,10011,6.51,imputed_multilateral,Middle East
2000,801,10012,2.97,imputed_multilateral,Oceania
2000,801,10007,127.6,imputed_multilateral,Asia
2001,801,9998,7.92,imputed_multilateral,"Developing countries, unspecified"
2001,801,10004,8.88,imputed_multilateral,America
2001,801,10010,4.55,imputed_multilateral,Europe
2001,801,10001,53.44,imputed_multilateral,Africa
2001,801,10011,7.2,imputed_multilateral,Middle East
2001,801,10012,1.68,imputed_multilateral,Oceania
2001,801,10007,117.13,imputed_multilateral,Asia
2020,801,9998,25.748903,imputed_multilateral,"Developing countries, unspecified"
2020,801,10004,15.109078,imputed_multilateral,America
2020,801,10010,4.904674,imputed_multilateral,Europe
2020,801,10001,153.209546,imputed_multilateral,Africa
2020,801,10011,7.5887,imputed_multilateral,Middle East
2020,801,10012,8.641271,imputed_multilateral,Oceania
2020,801,10007,193.243841,imputed_multilateral,Asia
2022,801,9998,29.322411,imputed_multilateral,"Developing countries, unspecified"
2022,801,10004,73.740198,imputed_multilateral,America
2022,801,10010,29.896645,imputed_multilateral,Europe
2022,801,10001,91.30987,imputed_multilateral,Africa
2022,801,10011,14.808511,imputed_multilateral,Middle East
2022,801,10012,4.000743,imputed_multilateral,Oceania
2022,801,10007,165.154112,imputed_multilateral,Asia
2023,801,9998,34.296996,imputed_multilateral,"Developing countries, unspecified"
2023,801,10004,45.767531,imputed_multilateral,America
2023,801,10010,53.587467,imputed_multilateral,Europe
2023,801,10001,95.055733,imputed_multilateral,Africa
2023,801,10011,17.732326,imputed_multilateral,Middle East
2023,801,10012,2.531877,imputed_multilateral,Oceania
2023,801,10007,210.441737,imputed_multilateral,Asia
2024,801,9998,35.233363,imputed_multilateral,"Developing countries, unspecified"
2024,801,10004,52.996022,imputed_multilateral,America
2024,801,10010,52.039001,imputed_multilateral,Europe
2024,801,10001,198.193514,imputed_multilateral,Africa
2024,801,10011,20.188072,imputed_multilateral,Middle East
2024,801,10012,3.683515,imputed_multilateral,Oceania
2024,801,10007,230.378069,imputed_multilateral,Asia
2019,801,9998,30.801232,imputed_multilateral,"Developing countries, unspecified"
2019,801,10004,43.042166,imputed_multilateral,America
2019,801,10010,46.578242,imputed_multilateral,Europe
2019,801,10001,110.717551,imputed_multilateral,Africa
2019,801,10011,15.522543,imputed_multilateral,Middle East
2019,801,10012,4.626015,imputed_multilateral,Oceania
2019,801,10007,314.255443,imputed_multilateral,Asia
2021,801,9998,23.820291,imputed_multilateral,"Developing countries, unspecified"
2021,801,10004,84.152521,imputed_multilateral,America
2021,801,10010,27.852069,imputed_multilateral,Europe
2021,801,10001,87.100103,imputed_multilateral,Africa
2021,801,10011,11.524947,imputed_multilateral,Middle East
2021,801,10012,3.543283,imputed_multilateral,Oceania
2021,801,10007,191.16319,imputed_multilateral,Asia
2016,801,10007,309.98,imputed_multilateral,Asia
2012,801,9998,96.02,imputed_multilateral,"Developing countries, unspecified"
2012,801,10004,29.96,imputed_multilateral,America
2012,801,10010,16.96,imputed_multilateral,Europe
2012,801,10001,342.21,imputed_multilateral,Africa
2012,801,10011,35.28,imputed_multilateral,Middle East
2012,801,10012,9.58,imputed_multilateral,Oceania
2012,801,10007,298.68,imputed_multilateral,Asia
2013,801,9998,47.47,imputed_multilateral,"Developing countries, unspecified"
2013,801,10004,25.18,imputed_multilateral,America
2013,801,10010,11.73,imputed_multilateral,Europe
2013,801,10001,267.43,imputed_multilateral,Africa
2000,1,9998,13.39,imputed_multilateral,"Developing countries, unspecified"
2003,801,10010,7.42,imputed_multilateral,Europe
2008,801,10010,8.35,imputed_multilateral,Europe
2008,801,10001,116.03,imputed_multilateral,Africa
2008,801,10011,14.03,imputed_multilateral,Middle East
2008,801,10012,5.61,imputed_multilateral,Oceania
2008,801,10007,128.09,imputed_multilateral,Asia
2009,801,9998,50.78,imputed_multilateral,"Developing countries, unspecified"
2009,801,10004,23.52,imputed_multilateral,America
2009,801,10010,8.39,imputed_multilateral,Europe
2009,801,10001,134.81,imputed_multilateral,Africa
2004,1,10010,28.43,imputed_multilateral,Europe
2004,1,10001,145.21,imputed_multilateral,Africa
2004,1,10011,20.03,imputed_multilateral,Middle East
2004,1,10012,2.56,imputed_multilateral,Oceania
2004,1,10007,91.7,imputed_multilateral,Asia
2005,1,9998,29.66,imputed_multilateral,"Developing countries, unspecified"
2005,1,10004,27.45,imputed_multilateral,America
2005,1,10010,29.92,imputed_multilateral,Europe
2005,1,10001,163.89,imputed_multilateral,Africa
2005,1,10011,16.04,imputed_multilateral,Middle East
2005,1,10012,3.65,imputed_multilateral,Oceania
2005,1,10007,83.17,imputed_multilateral,Asia
2006,1,9998,28.77,imputed_multilateral,"Developing countries, unspecified"
2006,1,10004,33.98,imputed_multilateral,America
2006,1,10010,33.71,imputed_multilateral,Europe
2006,1,10001,223.54,imputed_multilateral,Africa
2006,1,10011,24.38,imputed_multilateral,Middle East
2006,1,10012,2.41,imputed_multilateral,Oceania
2006,1,10007,80.67,imputed_multilateral,Asia
2007,1,9998,40.31,imputed_multilateral,"Developing countries, unspecified"
2007,1,10004,33.6,imputed_multilateral,America
2007,1,10010,38.27,imputed_multilateral,Europe
2007,1,10001,239.11,imputed_multilateral,Africa
2007,1,10011,24.1,imputed_multilateral,Middle East
2007,1,10012,2.5,imputed_multilateral,Oceania
2007,1,10007,127.08,imputed_multilateral,Asia
2008,1,9998,44.99,imputed_multilateral,"Developing countries, unspecified"
2008,1,10004,31.59,imputed_multilateral,America
2008,1,10010,45.21,imputed_multilateral,Europe
2008,1,10001,213.33,imputed_multilateral,Africa
2008,1,10011,28.84,imputed_multilateral,Middle East
2008,1,10012,4.45,imputed_multilateral,Oceania
2008,1,10007,136.36,imputed_multilateral,Asia
2009,1,9998,49.27,imputed_multilateral,"Developing countries, unspecified"
2009,1,10004,40.8,imputed_multilateral,America
2009,1,10010,61.33,imputed_multilateral,Europe
2009,1,10001,323.27,imputed_multilateral,Africa
2009,1,10011,24.74,imputed_multilateral,Middle East
2009,1,10012,3.02,imputed_multilateral,Oceania
2009,1,10007,154.94,imputed_multilateral,Asia
2010,1,9998,45.53,imputed_multilateral,"Developing countries, unspecified"
2010,1,10004,41.95,imputed_multilateral,America
2010,1,10010,56.89,imputed_multilateral,Europe
2010,1,10001,301.68,imputed_multilateral,Africa
2010,1,10011,25.99,imputed_multilateral,Middle East
2010,1,10012,4.32,imputed_multilateral,Oceania
2010,1,10007,140.49,imputed_multilateral,Asia
2011,1,9998,39.01,imputed_multilateral,"Developing countries, unspecified"
2011,1,10004,37.79,imputed_multilateral,America
2011,1,10010,104.88,imputed_multilateral,Europe
2011,1,10001,273.12,imputed_multilateral,Africa
2011,1,10011,17.16,imputed_multilateral,Middle East
2011,1,10012,4.37,imputed_multilateral,Oceania
2011,1,10007,152.64,imputed_multilateral,Asia
2012,1,9998,28.4,imputed_multilateral,"Developing countries, unspecified"
2012,1,10004,28.45,imputed_multilateral,America
2012,1,10010,89.64,imputed_multilateral,Europe
2012,1,10001,284.34,imputed_multilateral,Africa
2012,1,10011,15.46,imputed_multilateral,Middle East
2012,1,10012,3.18,imputed_multilateral,Oceania
2012,1,10007,122.4,imputed_multilateral,Asia
2013,1,9998,33.82,imputed_multilateral,"Developing countries, unspecified"
2013,1,10004,32.41,imputed_multilateral,America
2013,1,10010,99.21,imputed_multilateral,Europe
2013,1,10001,290.81,imputed_multilateral,Africa
2013,1,10011,27.53,imputed_multilateral,Middle East
2013,1,10012,4.2,imputed_multilateral,Oceania
2013,1,10007,158.79,imputed_multilateral,Asia
2014,1,9998,32.1,imputed_multilateral,"Developing countries, unspecified"
2014,1,10004,23.85,imputed_multilateral,America
2014,1,10010,102.55,imputed_multilateral,Europe
2014,1,10001,275.07,imputed_multilateral,Africa
2014,1,10011,26.35,imputed_multilateral,Middle East
2014,1,10012,3.25,imputed_multilateral,Oceania
2014,1,10007,156.08,imputed_multilateral,Asia
2015,1,9998,32.5,imputed_multilateral,"Developing countries, unspecified"
2015,1,10004,32.4,imputed_multilateral,America
2015,1,10010,80.41,imputed_multilateral,Europe
2015,1,10001,239.04,imputed_multilateral,Africa
2015,1,10011,23.57,imputed_multilateral,Middle East
2015,1,10012,4.68,imputed_multilateral,Oceania
2015,1,10007,142.27,imputed_multilateral,Asia
2016,1,9998,36.69,imputed_multilateral,"Developing countries, unspecified"
2016,1,10004,32.49,imputed_multilateral,America
2016,1,10010,102.61,imputed_multilateral,Europe
2016,1,10001,272.19,imputed_multilateral,Africa
2016,1,10011,29.74,imputed_multilateral,Middle East
2016,1,10012,4.91,imputed_multilateral,Oceania
2016,1,10007,160.23,imputed_multilateral,Asia
2017,1,9998,43.9,imputed_multilateral,"Developing countries, unspecified"
2017,1,10004,35.47,imputed_multilateral,America
2017,1,10010,94.18,imputed_multilateral,Europe
2017,1,10001,286.53,imputed_multilateral,Africa
2017,1,10011,35.54,imputed_multilateral,Middle East
2017,1,10012,5.7,imputed_multilateral,Oceania
2017,1,10007,166.51,imputed_multilateral,Asia
2018,1,9998,50.26,imputed_multilateral,"Developing countries, unspecified"
2018,1,10004,35.59,imputed_multilateral,America
2018,1,10010,90.48,imputed_multilateral,Europe
2018,1,10001,307.09,imputed_multilateral,Africa
2018,1,10011,39.54,imputed_multilateral,Middle East
2018,1,10012,7.24,imputed_multilateral,Oceania
2018,1,10007,185.86,imputed_multilateral,Asia
2019,1,9998,49.406441,imputed_multilateral,"Developing countries, unspecified"
2019,1,10004,53.80716,imputed_multilateral,America
2019,1,10010,91.705714,imputed_multilateral,Europe
2019,1,10001,348.519301,imputed_multilateral,Africa
2019,1,10011,42.458293,imputed_multilateral,Middle East
2019,1,10012,7.439805,imputed_multilateral,Oceania
2019,1,10007,199.561585,imputed_multilateral,Asia
2020,1,9998,44.642232,imputed_multilateral,"Developing countries, unspecified"
2020,1,10004,43.838381,imputed_multilateral,America
2020,1,10010,102.369975,imputed_multilateral,Europe
2020,1,10001,361.263027,imputed_multilateral,Africa
2020,1,10011,33.15907,imputed_multilateral,Middle East
2020,1,10012,7.040283,imputed_multilateral,Oceania
2020,1,10007,167.60065,imputed_multilateral,Asia
2021,1,9998,59.004514,imputed_multilateral,"Developing countries, unspecified"
2021,1,10004,37.54258,imputed_multilateral,America
2021,1,10010,111.29159,imputed_multilateral,Europe
2021,1,10001,355.908112,imputed_multilateral,Africa
2021,1,10011,43.743696,imputed_multilateral,Middle East
2021,1,10012,8.758759,imputed_multilateral,Oceania
2021,1,10007,174.074879,imputed_multilateral,Asia
2022,1,9998,80.705864,imputed_multilateral,"Developing countries, unspecified"
2022,1,10004,33.494776,imputed_multilateral,America
2022,1,10010,200.294182,imputed_multilateral,Europe
2022,1,10001,285.713565,imputed_multilateral,Africa
2022,1,10011,25.003139,imputed_multilateral,Middle East
2022,1,10012,7.049854,imputed_multilateral,Oceania
2022,1,10007,121.018067,imputed_multilateral,Asia
2023,1,9998,59.272079,imputed_multilateral,"Developing countries, unspecified"
2023,1,10004,27.388433,imputed_multilateral,America
2023,1,10010,260.102304,imputed_multilateral,Europe
2013,801,10011,37.35,imputed_multilateral,Middle East
2013,801,10012,10.14,imputed_multilateral,Oceania
2013,801,10007,296.2,imputed_multilateral,Asia
2018,801,9998,58.39,imputed_multilateral,"Developing countries, unspecified"
2018,801,10004,16.95,imputed_multilateral,America
2018,801,10010,4.27,imputed_multilateral,Europe
2018,801,10001,142.12,imputed_multilateral,Africa
2018,801,10011,10.6,imputed_multilateral,Middle East
2018,801,10012,10.4,imputed_multilateral,Oceania
2018,801,10007,332.32,imputed_multilateral,Asia
2011,801,10011,15.63,imputed_multilateral,Middle East
2011,801,10012,5.07,imputed_multilateral,Oceania
2011,801,10007,241.23,imputed_multilateral,Asia
2003,801,10001,66.55,imputed_multilateral,Africa
2003,801,10011,10.55,imputed_multilateral,Middle East
2003,801,10012,2.26,imputed_multilateral,Oceania
2003,801,10007,133.18,imputed_multilateral,Asia
2004,801,9998,5.88,imputed_multilateral,"Developing countries, unspecified"
2004,801,10004,9.86,imputed_multilateral,America
2004,801,10010,7.38,imputed_multilateral,Europe
2004,801,10001,63.81,imputed_multilateral,Africa
2004,801,10011,4.85,imputed_multilateral,Middle East
2004,801,10012,2.57,imputed_multilateral,Oceania
2004,801,10007,130.63,imputed_multilateral,Asia
2005,801,9998,15.75,imputed_multilateral,"Developing countries, unspecified"
2005,801,10004,11.4,imputed_multilateral,America
2005,801,10010,6.11,imputed_multilateral,Europe
2005,801,10001,82.83,imputed_multilateral,Africa
2005,801,10011,11.16,imputed_multilateral,Middle East
2005,801,10012,2.96,imputed_multilateral,Oceania
2005,801,10007,101.01,imputed_multilateral,Asia
2006,801,9998,11.79,imputed_multilateral,"Developing countries, unspecified"
2006,801,10004,25.69,imputed_multilateral,America
2006,801,10010,4.41,imputed_multilateral,Europe
2006,801,10001,166.86,imputed_multilateral,Africa
2006,801,10011,3.24,imputed_multilateral,Middle East
2006,801,10012,1.84,imputed_multilateral,Oceania
2006,801,10007,104.63,imputed_multilateral,Asia
2007,801,9998,17.99,imputed_multilateral,"Developing countries, unspecified"
2007,801,10004,13.54,imputed_multilateral,America
2007,801,10010,6.69,imputed_multilateral,Europe
2007,801,10001,129.99,imputed_multilateral,Africa
2007,801,10011,9.28,imputed_multilateral,Middle East
2007,801,10012,2.52,imputed_multilateral,Oceania
2007,801,10007,185.37,imputed_multilateral,Asia
2008,801,9998,24.77,imputed_multilateral,"Developing countries, unspecified"
2008,801,10004,12.9,imputed_multilateral,America
2003,1,10010,23.45,imputed_multilateral,Europe
2003,1,10001,136.05,imputed_multilateral,Africa
2003,1,10011,15.78,imputed_multilateral,Middle East
2003,1,10012,1.49,imputed_multilateral,Oceania
2003,1,10007,65.32,imputed_multilateral,Asia
2004,1,9998,29.73,imputed_multilateral,"Developing countries, unspecified"
2004,1,10004,23.82,imputed_multilateral,America
2001,2,10007,75.7,imputed_multilateral,Asia
2002,2,9998,29.2,imputed_multilateral,"Developing countries, unspecified"
2002,2,10004,22.97,imputed_multilateral,America
2002,2,10010,45.42,imputed_multilateral,Europe
2002,2,10001,151.96,imputed_multilateral,Africa
2002,2,10011,15.29,imputed_multilateral,Middle East
2002,2,10012,2.08,imputed_multilateral,Oceania
2002,2,10007,91.82,imputed_multilateral,Asia
2003,2,9998,42.02,imputed_multilateral,"Developing countries, unspecified"
2003,2,10004,33.2,imputed_multilateral,America
2003,2,10010,36.0,imputed_multilateral,Europe
2003,2,10001,174.08,imputed_multilateral,Africa
2003,2,10011,25.31,imputed_multilateral,Middle East
2003,2,10012,2.54,imputed_multilateral,Oceania
2003,2,10007,83.79,imputed_multilateral,Asia
2004,2,9998,50.71,imputed_multilateral,"Developing countries, unspecified"
2004,2,10004,43.22,imputed_multilateral,America
2004,2,10010,48.5,imputed_multilateral,Europe
2004,2,10001,255.24,imputed_multilateral,Africa
2004,2,10011,33.65,imputed_multilateral,Middle East
2004,2,10012,4.14,imputed_multilateral,Oceania
2004,2,10007,144.42,imputed_multilateral,Asia
2005,2,9998,48.4,imputed_multilateral,"Developing countries, unspecified"
2005,2,10004,49.74,imputed_multilateral,America
2005,2,10010,52.38,imputed_multilateral,Europe
2005,2,10001,307.94,imputed_multilateral,Africa
2005,2,10011,27.58,imputed_multilateral,Middle East
2005,2,10012,5.73,imputed_multilateral,Oceania
2005,2,10007,178.05,imputed_multilateral,Asia
2006,2,9998,48.58,imputed_multilateral,"Developing countries, unspecified"
2006,2,10004,53.3,imputed_multilateral,America
2006,2,10010,56.69,imputed_multilateral,Europe
2006,2,10001,311.7,imputed_multilateral,Africa
2006,2,10011,40.05,imputed_multilateral,Middle East
2006,2,10012,4.13,imputed_multilateral,Oceania
2006,2,10007,132.9,imputed_multilateral,Asia
2007,2,9998,63.73,imputed_multilateral,"Developing countries, unspecified"
2007,2,10004,53.1,imputed_multilateral,America
2007,2,10010,63.88,imputed_multilateral,Europe
2007,2,10001,343.15,imputed_multilateral,Africa
2007,2,10011,39.37,imputed_multilateral,Middle East
2007,2,10012,4.01,imputed_multilateral,Oceania
2007,2,10007,171.52,imputed_multilateral,Asia
2008,2,9998,82.75,imputed_multilateral,"Developing countries, unspecified"
2008,2,10004,62.0,imputed_multilateral,America
2008,2,10010,86.28,imputed_multilateral,Europe
2008,2,10001,479.98,imputed_multilateral,Africa
2008,2,10011,57.15,imputed_multilateral,Middle East
2008,2,10012,7.82,imputed_multilateral,Oceania
2008,2,10007,274.95,imputed_multilateral,Asia
2009,2,9998,115.94,imputed_multilateral,"Developing countries, unspecified"
2009,2,10004,76.25,imputed_multilateral,America
2009,2,10010,113.68,imputed_multilateral,Europe
2009,2,10001,438.37,imputed_multilateral,Africa
2009,2,10011,45.26,imputed_multilateral,Middle East
2009,2,10012,7.03,imputed_multilateral,Oceania
2009,2,10007,258.83,imputed_multilateral,Asia
2010,2,9998,105.86,imputed_multilateral,"Developing countries, unspecified"
2010,2,10004,76.45,imputed_multilateral,America
2010,2,10010,97.0,imputed_multilateral,Europe
2010,2,10001,437.78,imputed_multilateral,Africa
2010,2,10011,46.66,imputed_multilateral,Middle East
2010,2,10012,7.03,imputed_multilateral,Oceania
2010,2,10007,209.1,imputed_multilateral,Asia
2011,2,9998,99.3,imputed_multilateral,"Developing countries, unspecified"
2011,2,10004,67.88,imputed_multilateral,America
2011,2,10010,179.55,imputed_multilateral,Europe
2011,2,10001,465.07,imputed_multilateral,Africa
2011,2,10011,33.09,imputed_multilateral,Middle East
2011,2,10012,7.44,imputed_multilateral,Oceania
2011,2,10007,233.69,imputed_multilateral,Asia
2012,2,9998,80.84,imputed_multilateral,"Developing countries, unspecified"
2012,2,10004,53.75,imputed_multilateral,America
2012,2,10010,149.84,imputed_multilateral,Europe
2012,2,10001,386.28,imputed_multilateral,Africa
2012,2,10011,33.71,imputed_multilateral,Middle East
2012,2,10012,5.61,imputed_multilateral,Oceania
2012,2,10007,185.89,imputed_multilateral,Asia
2013,2,9998,90.7,imputed_multilateral,"Developing countries, unspecified"
2013,2,10004,62.68,imputed_multilateral,America
2013,2,10010,168.28,imputed_multilateral,Europe
2013,2,10001,412.16,imputed_multilateral,Africa
2013,2,10011,52.31,imputed_multilateral,Middle East
2013,2,10012,6.84,imputed_multilateral,Oceania
2013,2,10007,229.3,imputed_multilateral,Asia
2014,2,9998,129.35,imputed_multilateral,"Developing countries, unspecified"
2014,2,10004,58.86,imputed_multilateral,America
2014,2,10010,176.97,imputed_multilateral,Europe
2014,2,10001,472.76,imputed_multilateral,Africa
2014,2,10011,59.23,imputed_multilateral,Middle East
2014,2,10012,6.85,imputed_multilateral,Oceania
2014,2,10007,260.77,imputed_multilateral,Asia
2015,2,9998,84.73,imputed_multilateral,"Developing countries, unspecified"
2015,2,10004,49.36,imputed_multilateral,America
2015,2,10010,143.65,imputed_multilateral,Europe
2015,2,10001,320.62,imputed_multilateral,Africa
2015,2,10011,48.59,imputed_multilateral,Middle East
2015,2,10012,6.27,imputed_multilateral,Oceania
2015,2,10007,166.76,imputed_multilateral,Asia
2016,2,9998,91.54,imputed_multilateral,"Developing countries, unspecified"
2016,2,10004,56.8,imputed_multilateral,America
2016,2,10010,177.08,imputed_multilateral,Europe
2016,2,10001,343.63,imputed_multilateral,Africa
2016,2,10011,57.89,imputed_multilateral,Middle East
2016,2,10012,7.85,imputed_multilateral,Oceania
2016,2,10007,184.58,imputed_multilateral,Asia
2017,2,9998,101.48,imputed_multilateral,"Developing countries, unspecified"
2017,2,10004,62.94,imputed_multilateral,America
2017,2,10010,175.76,imputed_multilateral,Europe
2017,2,10001,342.06,imputed_multilateral,Africa
2017,2,10011,65.16,imputed_multilateral,Middle East
2017,2,10012,7.7,imputed_multilateral,Oceania
2017,2,10007,201.1,imputed_multilateral,Asia
2023,1,10001,377.493012,imputed_multilateral,Africa
2023,1,10011,29.181467,imputed_multilateral,Middle East
2023,1,10012,5.840839,imputed_multilateral,Oceania
2023,1,10007,173.506916,imputed_multilateral,Asia
2024,1,9998,68.274519,imputed_multilateral,"Developing countries, unspecified"
2024,1,10004,33.572714,imputed_multilateral,America
2024,1,10010,303.05604,imputed_multilateral,Europe
2024,1,10001,322.546149,imputed_multilateral,Africa
2024,1,10011,29.699397,imputed_multilateral,Middle East
2024,1,10012,5.516511,imputed_multilateral,Oceania
2024,1,10007,136.430334,imputed_multilateral,Asia
2000,2,9998,30.99,imputed_multilateral,"Developing countries, unspecified"
2000,1,10010,24.04,imputed_multilateral,Europe
2000,1,10001,70.39,imputed_multilateral,Africa
2000,1,10011,6.4,imputed_multilateral,Middle East
2000,1,10012,1.64,imputed_multilateral,Oceania
2000,1,10007,39.55,imputed_multilateral,Asia
2001,1,9998,14.09,imputed_multilateral,"Developing countries, unspecified"
2001,1,10004,16.02,imputed_multilateral,America
2001,1,10010,22.35,imputed_multilateral,Europe
2001,1,10001,84.28,imputed_multilateral,Africa
2001,1,10011,7.2,imputed_multilateral,Middle East
2001,1,10012,1.35,imputed_multilateral,Oceania
2001,1,10007,51.19,imputed_multilateral,Asia
2002,1,9998,12.86,imputed_multilateral,"Developing countries, unspecified"
2002,1,10004,10.34,imputed_multilateral,America
2002,1,10010,20.81,imputed_multilateral,Europe
2002,1,10001,63.51,imputed_multilateral,Africa
2002,1,10011,7.41,imputed_multilateral,Middle East
2002,1,10012,0.94,imputed_multilateral,Oceania
2002,1,10007,46.76,imputed_multilateral,Asia
2003,1,9998,24.85,imputed_multilateral,"Developing countries, unspecified"
2003,1,10004,22.08,imputed_multilateral,America
2001,2,10010,44.58,imputed_multilateral,Europe
2001,2,10001,169.2,imputed_multilateral,Africa
2001,2,10011,10.6,imputed_multilateral,Middle East
2001,2,10012,2.46,imputed_multilateral,Oceania
2000,68,9998,0.29,imputed_multilateral,"Developing countries, unspecified"
2000,301,10010,10.43,imputed_multilateral,Europe
2000,301,10001,166.02,imputed_multilateral,Africa
2000,301,10011,17.51,imputed_multilateral,Middle East
2000,301,10012,2.04,imputed_multilateral,Oceania
2000,301,10007,149.62,imputed_multilateral,Asia
2001,301,9998,17.79,imputed_multilateral,"Developing countries, unspecified"
2001,301,10004,17.71,imputed_multilateral,America
2001,301,10010,6.27,imputed_multilateral,Europe
2001,301,10001,107.88,imputed_multilateral,Africa
2001,301,10011,13.86,imputed_multilateral,Middle East
2001,301,10012,1.68,imputed_multilateral,Oceania
2001,301,10007,101.52,imputed_multilateral,Asia
2002,301,9998,29.06,imputed_multilateral,"Developing countries, unspecified"
2002,301,10004,33.35,imputed_multilateral,America
2002,301,10010,12.15,imputed_multilateral,Europe
2002,301,10001,189.26,imputed_multilateral,Africa
2002,301,10011,16.22,imputed_multilateral,Middle East
2002,301,10012,2.07,imputed_multilateral,Oceania
2002,301,10007,156.3,imputed_multilateral,Asia
2003,301,9998,21.91,imputed_multilateral,"Developing countries, unspecified"
2003,301,10004,41.41,imputed_multilateral,America
2003,301,10010,15.67,imputed_multilateral,Europe
2003,301,10001,235.88,imputed_multilateral,Africa
2003,301,10011,20.68,imputed_multilateral,Middle East
2003,301,10012,2.73,imputed_multilateral,Oceania
2003,301,10007,189.38,imputed_multilateral,Asia
2004,301,9998,15.4,imputed_multilateral,"Developing countries, unspecified"
2004,301,10004,35.97,imputed_multilateral,America
2004,301,10010,17.04,imputed_multilateral,Europe
2004,301,10001,241.74,imputed_multilateral,Africa
2004,301,10011,19.8,imputed_multilateral,Middle East
2004,301,10012,2.83,imputed_multilateral,Oceania
2004,301,10007,201.21,imputed_multilateral,Asia
2005,301,9998,62.24,imputed_multilateral,"Developing countries, unspecified"
2005,301,10004,104.56,imputed_multilateral,America
2005,301,10010,21.61,imputed_multilateral,Europe
2005,301,10001,368.28,imputed_multilateral,Africa
2005,301,10011,27.82,imputed_multilateral,Middle East
2005,301,10012,14.93,imputed_multilateral,Oceania
2005,301,10007,253.04,imputed_multilateral,Asia
2006,301,9998,75.43,imputed_multilateral,"Developing countries, unspecified"
2006,301,10004,121.62,imputed_multilateral,America
2006,301,10010,28.27,imputed_multilateral,Europe
2006,301,10001,583.78,imputed_multilateral,Africa
2006,301,10011,28.79,imputed_multilateral,Middle East
2006,301,10012,5.5,imputed_multilateral,Oceania
2006,301,10007,237.33,imputed_multilateral,Asia
2007,301,9998,37.02,imputed_multilateral,"Developing countries, unspecified"
2007,301,10004,100.81,imputed_multilateral,America
2007,301,10010,15.37,imputed_multilateral,Europe
2007,301,10001,385.27,imputed_multilateral,Africa
2007,301,10011,28.49,imputed_multilateral,Middle East
2007,301,10012,3.6,imputed_multilateral,Oceania
2007,301,10007,289.21,imputed_multilateral,Asia
2008,301,9998,53.63,imputed_multilateral,"Developing countries, unspecified"
2008,301,10004,130.47,imputed_multilateral,America
2008,301,10010,26.07,imputed_multilateral,Europe
2008,301,10001,656.41,imputed_multilateral,Africa
2008,301,10011,37.68,imputed_multilateral,Middle East
